"city","County","State","zip","x","y"
"New Haven","New Haven","Connecticut","06511","-72.917848","41.303232"
"LaPlata","Charles","Maryland","20646","-77.0139","38.4736"
"Grenada","Grenada","Mississippi","38901","-89.8376","33.7922"
"Clackamas","Clackamas","Oregon","97015","-122.52913","45.426497"
"San Diego","San Diego","California","92111","-117.175467","32.829628"
"Clare","Clare","Michigan","48617","-84.770679","43.818907"
"Claremont","Los Angeles","California","91711","-117.718999","34.095636"
"Claremont","Sullivan","New Hampshire","03743","-72.3368479","43.3715631"
"Claremont","Catawba","North Carolina","28610","-81.146354","35.715641"
"Claremore","Rogers","Oklahoma","74017","-97.5095","35.584"
"Clarence","Erie","New York","14031","-78.58945","42.98032"
"Arlington","Arlington","Virginia","22201","-77.095245","38.887065"
"Clarinda","Page","Iowa","51632","-95.0369","40.7406"
"Clarion","Clarion","Pennsylvania","16214","-79.3861","41.2146"
"Clarion","Wright","Iowa","50525","-93.73269","42.73207"
"Arkadelphia","Clark","Arkansas","71923","-93.0711","34.1189"
"Missoula","Missoula","Montana","59802","-113.996586","46.8787176"
"Tempe","Maricopa","Arizona","85282","-111.94827","33.408768"
"Philadelphia","Philadelphia","Pennsylvania","19104","-75.209377","39.949309"
"Clark","Randolph","Missouri","65243","-91.7627","40.3994"
"MILLERSBURG","Holmes County","Ohio","","-81.9173","40.5455"
"Osceola","Clarke","Iowa","50213","-93.7656","41.0341"
"Berryville","Clarke","Virginia","22611","-77.9555","39.1006"
"Clarkesville","Habersham","Georgia","30523","-83.519221","34.61752"
"Clarksburg","Harrison","West Virginia","26301","-80.2824164","39.2763762"
"CLARKSBURG","Montgomery","Maryland","20871","-77.278454","39.242225"
"Clarksdale","Coahoma County","Mississippi","","-90.5749","34.2027"
"Clarkston","Oakland","Michigan","48348","-83.4096","42.7615"
"Clarkston","DeKalb","Georgia","30021","-84.239409","33.805672"
"Clarksville","Johnson","Arkansas","72830","-93.4704","35.4703"
"Clawson","Oakland","Michigan","48017","-83.152922","42.54195"
"Frankfort","Marshall","Kansas","66427","-96.4167","39.7033"
"Ashland","Clay","Alabama","36251","-85.8491","33.2472"
"Clay","Clay County","West Virginia","","-81.0845","38.4601"
"Claysburg","","Pennsylvania","16625","-78.5253","40.0943"
"Clayton ","Johnston","North Carolina","27528","-78.4571444","35.651006"
"Clayton","Polk","Wisconsin","54004","-91.1028","42.9064"
"Clayton","Jefferson","New York","","-76.0881","44.2424"
"Clayton","Stevens","Washington","99110","-117.545394","47.98998"
"Clayton ","St. Louis","Missouri","63139","-90.3468992","38.6522804"
"Clayton","Contra Costa","California","","-121.9357925","37.9410341"
"Clayton","Union","New Mexico","88415","-103.183","36.4492"
"Clear Lake","Cerro Gordo","Iowa","50428","-93.3844","43.1373"
"Hillsboro","Highland","Ohio","45133","-83.5537","39.2112"
"Clearfied","Clearfield","Pennsylvania","16830","-78.4434","41.0221"
"Finley","Lake","California","95435","-122.613","38.9261"
"Clearlake","Lake","California","95422","-122.636415","38.948893"
"Clearwater","","Florida","33755","-82.7862","27.9657"
"Heflin","Cleburne","Alabama","36264","-85.596408","33.502928"
"Heber Springs","Cleburne","Arkansas","72543","-92.0195","35.4779"
"San Francisco","San Francisco","California","","-122.460989","37.783062"
"Clemson","","South Carolina","29631","-82.8229","34.6861"
"Clemson","Pickens","South Carolina","29634","-82.83789","34.679241"
"Clemson","Pickens","South Carolina","29631","-82.787","34.6844"
"Clermont ","Marion","Indiana","46234","-86.324648","39.816827"
"Cleveland","Stutsman","North Dakota","","-99.1179","46.8917"
"Cleveland","Bolivar","Mississippi","38732","-90.7240183","33.7441357"
"Cleveland","Bolivar","Mississippi","38732","-90.72057","33.74268"
"Clifton","Washington","Kansas","66937","-97.2925","39.5684"
"Clifton Park","Saratoga","New York","12065","-73.797529","42.866877"
"Clifton Springs","Ontario","New York","14432","-77.1395","42.9629"
"St. Paul","Wise","Virginia","24283","-82.707138","36.909823"
"Delano","Kern","California","","-119.237","35.761"
"Lamont","Kern","California","","-118.908","35.259"
"Clinton, IL","De Witt","Illinois","61727","-88.960591","40.152703"
"Wilmington","Clinton","Ohio","45177","-83.830107","39.445642"
"Albany","Clinton","Kentucky","","-85.1347","36.6909"
"Clinton","Middlesex","Connecticut","06413","-72.5224699","41.2777023"
"Clinton","Oneida","New York","13323","-75.378416","43.048975"
"Clinton","","Missouri","","-93.7804","38.3657"
"Clinton ","Hunterdon","New Jersey","08809","-74.905764","40.638373"
"Clinton","","Mississippi","39056","-90.3308","32.3404"
"Columbus","Franklin","Ohio","43214","-83.0165751","40.0342974"
"Clintwood","Dickenson","Virginia","24228","-82.4584","37.1505"
"Clio","Genesee","Michigan","48420","-83.7343","43.1779"
"Clio","Barbour","Alabama","36311","-85.619065","31.7078144"
"Philadelphia","Philadelphia","Pennsylvania","","-75.134088","40.0075074"
"Cloudcroft","Otero","New Mexico","88317","-105.740595","32.957356"
"Edmontin","Clay","Arkansas","34567","-92.2361","34.7511"
"Billings ","Christian","Missouri","65610","-93.4369918","36.9385754"
"Sutherlin","Douglas","Oregon","97479","-123.3422923","43.3872218"
"Cloverdale","Sonoma","California","95425","-123.017263","38.805805"
"Clovis","Curry","New Mexico","","-103.196201","34.430477"
"Clovis","Fresno","California","93613","-119.702","36.8239"
"Clyde","Wayne","New York","","-78.8238","42.9352"
"Clyde","Cloud","Kansas","66938","-97.398","39.5912"
"Woodlawn","Baltimore","Maryland","21244","-76.764414","39.316055"
"Newark","New Castle","Delaware","19711","-75.743782","39.684694"
"Coarsegold ","Madera","California","93614","-119.701521","37.261926"
"Saunderstown","Washington","Rhode Island","02874","-71.4234663","41.5121102"
"North Kingstown","Washington","Rhode Island","02852","-71.485702","41.572964"
"Half Moon Bay","San Mateo","California","94019","-122.4331","37.46438"
"Pacifica","San Mateo","California","94044","-122.495432","37.609122"
"Cobb","Iowa","Wisconsin","","-90.3328","42.9674"
"Winston-Salem ","Forsyth","North Carolina","","-80.2427403","36.0865443"
"Ann Arbor","Washtenaw","Michigan","48108","-83.710105","42.245054"
"Cochran","","Georgia","31014","-83.3588","32.3928"
"Cocoa Beach","Brevard","Florida","32935","-80.6104","28.3177"
"Coconut Grove","Miami-Dade","Florida","33177","-80.2468","25.728"
"Estero","Lee","Florida","33928","-81.808856","26.404817"
"Dorchester","Suffolk","Massachusetts","02124","-71.07163","42.290184"
"Coeburn","Wise","Virginia","24230","-82.463127","36.9432199"
"Manchester","Coffee","Tennessee","37355","-86.0862","35.5027"
"Coffeyville","Montgomery","Kansas","67337","-95.6159","37.036"
"Florida City","Miami-Dade","Florida","33034","-80.482299","25.44985"
"Homestead","Miami-Dade","Florida","33033","-80.4834","25.4635"
"Cohasset town common","Norfolk","Massachusetts","02025","-70.8234","42.2326"
"Cohoes","Albany","New York","12047","-73.70068","42.77162"
"Sheffield","Colbert","Alabama","35660","-87.6946","34.7597"
"Colchester","New London","Connecticut","","-72.3241","41.568"
"Cold Spring","","Minnesota","56320","-93.4539","44.995"
"Cold Spring","Putnam","New York","10516","-73.9497","41.4195"
"Colden","","New York","14033","-78.6826","42.6453"
"Jefferson City","Cole","Missouri","65109","-92.21122","38.581887"
"Colebrook","Coos","New Hampshire","03576","-71.5029","44.8919"
"Colesburg","Delaware","Iowa","52035","-91.4634","42.4826"
"Colfax","Placer","California","95713","-120.957","39.0884"
"Cincinnati","Hamilton","Ohio","45224","-84.54511","39.19568"
"Cedar Falls ","Black Hawk","Iowa","50613","-92.456087","42.517617"
"San Mateo ","San Mateo","California","94403","-122.337849","37.533092"
"Point Lookout","Taney","Missouri","65726","-93.041","36.6546965"
"College Park","Prince George's","Maryland","20140","-76.93738","38.98095"
"College Park","Prince George's","Maryland","20740","-76.92268","38.97583"
"Walterboro","Colleton","South Carolina","29488","-80.66095","32.903596"
"Naples, Florida","Collier","Florida","34112","-81.763926","26.126959"
"Collierville","Shelby","Tennessee","38017","-89.677","35.0461"
"Collingswood","Camden","New Jersey","08108","-75.069","39.9153"
"Collins","Story","Iowa","50055","-93.3063","41.9028"
"Miami Beach","Miami-Dade","Florida","33139","-80.1283","25.7975"
"Collinsville","Hartford","Connecticut","06019","-72.923264","41.810819"
"Collinsville","Tulsa","Oklahoma","74021","-95.8403","36.3608"
"Colo","Story","Iowa","50056","-93.31066","42.02277"
"Colonial Beach","Westmoreland","Virginia","22443","-76.9632693","38.2508327"
"Rockford","Winnebago","Illinois","61108","-89.0291","42.2526"
"Colorado Springs","El Paso","Colorado","80919","-104.814688","38.937716"
"Colorado Springs","El Paso","Colorado","80903","-104.822309","38.830543"
"Colton","","Oregon","97017","-122.382","45.2017"
"Columbia","Boone","Missouri","65201","-92.321695","38.962326"
"Seattle","King","Washington","98118","-122.2861515","47.5586613"
"Magnolia","Columbia","Arkansas","71753","-93.2273","33.2598"
"Columbia Falls","Flathead","Montana","59912","-114.182752","48.371012"
"Columbia","Boone","Missouri","65203","-92.35226","38.908956"
"Columbia","Boone","Missouri","65203","-92.345394","38.967386"
"Columbia","Boone","Missouri","65203","-92.36292","38.957276"
"Columbia, TN","Maury","Tennessee","38401","-87.020645","35.619907"
"Washington","District of Columbia","District of Columbia","20010","-77.0327468","38.9302453"
"Arlington","Arlington","Virginia","22204","-77.086638","38.862393"
"New York","New York","New York","10027","-73.96436","40.807345"
"Long Beach","Pacific","Washington","98631","-124.053969","46.350134"
"Columbiana","Shelby","Alabama","35051","-86.62","33.1795"
"Columbus","Bartholomew","Indiana","47201","-85.900278","39.223468"
"Whiteville","Columbus","North Carolina","28472","-78.706229","34.354903"
"Columbus","Columbia","Wisconsin","53925","-89.0147","43.3389"
"Columbus","Bartholomew","Indiana","47201","-85.924544","39.203327"
"Columbus","Burlington","New Jersey","08022","-74.7251","40.0554"
"Columbus","Platte","Nebraska","68601","-97.359503","41.42964"
"Columbus, NC","Polk","North Carolina","28722","-82.198595","35.251205"
"Columbus ","Stillwater","Montana","59019","-109.253184","45.636735"
"Columbus Junction","Louisa","Iowa","52738","-91.356262","41.277185"
"Columbus","Franklin","Ohio","43215","-82.982","39.9596"
"Columbus","Muscogee","Georgia","31901","-84.9806","32.4703"
"Columbus","Franklin","Ohio","43214","-82.999711","40.052463"
"Colusa","Colusa","California","","-121.997","39.187"
"Coleville","Stevens","Washington","99114","-117.88","48.5564"
"Collinsville ","Cooke","Texas","76240","-96.9110998","33.5491175"
"Comfort","Kendall","Texas","78013","-98.91297","29.96761"
"Atlanta","Fulton","Georgia","30350","-84.362538","33.964608"
"Philadelphia","Philadelphia","Pennsylvania","19130","-75.160824","39.964153"
"Naples","Collier","Florida","34110","-81.804309","26.309917"
"Fargo","Hennepin","Minnesota","","-96.5773","46.8716"
"Hot Springs Village","Garland","Arkansas","71909","-93.057111","34.629989"
"West Columbia","Richland","South Carolina","29169","-81.072324","33.997394"
"Bowling Green","Warren","Kentucky","42101","-86.4658499","36.9657743"
"Boynton Beach","Palm Beach","Florida","33435","-80.057952","26.528433"
"Plantation","Broward","Florida","33322","-80.3059125","26.1458909"
"Tamarac","Broward","Florida","33321","-80.252796","26.228856"
"Carbondale","Jackson","Illinois","62902","-89.2155217","37.7283203"
"Paint Lick","Garrard","Kentucky","40461","-84.387848","37.547128"
"Tucson","Pima","Arizona","85726","-110.92521","32.188882"
"Minden","Kearney","Nebraska","68959","-98.953","40.4998"
"Blacksburg","Montgomery","Virginia","24060","-80.400238","37.215805"
"Spokane","Spokane","Washington","99207","-117.374","47.6938"
"Compton ","Los Angeles","California","90220","-118.2239734","33.8979171"
"Concho","Apache","Arizona","85924","-109.603","34.4751"
"San Angelo","Tom Green","Texas","76903","-100.432","31.4555"
"Concord ","Merrimack","New Hampshire","03301","-71.538411","43.206451"
"Concord","Contra Costa","California","","-122.0339936","37.9777842"
"Concord","Jackson","Michigan","49237","-84.4234","42.2485"
"Concordia","","Kansas","66901","-97.661","39.5665"
"Belleville","Republic","Kansas","66935","-97.6304","39.8236"
"Condon","Gilliam","Oregon","","-120.184691","45.232559"
"EVERGREEN","Conecuh","Alabama","36401","-86.956701","31.433057"
"BROOKLYN","Kings","New York","11224","-73.98365","40.581106"
"Brooklyn","New York","New York","11220","-74.002","40.6355"
"Congerville","","Illinois","61729","-89.2044","40.6139"
"Conifer","Jefferson","Colorado","80433","-105.2872435","39.5445624"
"Conneaut","Ashtabula","Ohio","44048","-80.5602","41.9455"
"Connellsville","Fayette","Pennsylvania","15425","-79.594359","40.017394"
"Connersville","Fayette","Indiana","47331","-85.142","39.6439"
"-","Pulaski","Missouri","","-90.317994","38.701724"
"Conover","Catawba","North Carolina","28613","-81.2177047729","35.7063941956"
"Conshohocken","Montgomery","Pennsylvania","","-75.308","40.0741"
"Contoocook","Merrimack","New Hampshire","03229","-71.71314","43.222595"
"Hopkinton","Merrimack","New Hampshire","03229","-71.672594","43.191131"
"Chicago","Cook","Illinois","60622","-87.6926","41.903"
"Morrilton","Conway","Arkansas","72110","-92.7431","35.1588"
"Conway, AR","Faulkner","Arkansas","72032","-92.412827","35.078644"
"Conway","Faulkner","Arkansas","72032","-92.4128275","35.0786441"
"Conway","Horry","South Carolina","29526","-79.0469799","33.8342831"
"Conway","Franklin","Massachusetts","01341","-72.6981","42.5091"
"Conway","Faulkner","Arkansas","72034","-92.449952","35.091704"
"Cook","St. Louis","Minnesota","55723","-92.6893","47.8516"
"Grand Marais","Cook","Minnesota","55604","-90.4047","47.8992"
"Cookeville","Putnam","Tennessee","38503","-85.5016","36.1628"
"Wilmington","New Castle","Delaware","19805","-75.5572862","39.749416"
"Coon Rapids","Carroll","Iowa","50058","-94.6776","41.8658"
"New York","New York","New York","10475","-73.8255","40.8726"
"Brooklyn","Kings","New York","11211","-73.939017","40.716065"
"Memphis","Shelby","Tennessee","38104","-89.990683","35.1188424"
"San Juan","San Juan","Puerto Rico","00919","-66.06528","18.416678"
"Nassau","Rensselaer","New York","12123","-73.606772","42.514498"
"Scranton","","Pennsylvania","18508","-75.6605","41.4246"
"Cooperstown","Griggs","North Dakota","","-98.124","47.4444"
"Cooperstown","Otsego","New York","13326","-74.925057","42.700118"
"Coopersville","Ottawa","Michigan","49404","-85.9412","43.0599"
"Coos Bay","Coos","Oregon","97420","-124.2152977","43.3679748"
"Hillsdale","Columbia","New York","12529","-73.517481","42.170062"
"Hazlehurst ","Copiah","Mississippi","","-90.394263","31.861084"
"Copley","","Ohio","44321","-81.6419","41.1044"
"Copley","Summit","Ohio","44321","-81.643846","41.103803"
"Boston","Suffolk","Massachusetts","02116","-71.07639","42.349966"
"Coppell","Dallas","Texas","75019","-97.007022","32.952867"
"Sykesville","Carroll","Maryland","21784","-76.9756","39.3782"
"Copper Valley","","Alaska","99737","-145.444","62.0879"
"Copperas Cove","Lampasas","Texas","76522","-98.185","31.0708"
"Coquille","Coos","Oregon","97423","-124.191","43.1755"
"Coral Gables","Miami-Dade","Florida","33134","-80.2632","25.749"
"Coral Gables","Miami-Dade","Florida","33134","-80.260407","25.7504534"
"Coralville","Johnson","Iowa","52241","-91.584242","41.678666"
"Coraopolis","Allegheny","Pennsylvania","15143","-80.1612","40.5163"
"Cordele","Crisp","Georgia","31010","-83.8654","31.8985"
"St Petersburg","Pinellas","Florida","33706","-82.751016","27.741575"
"St. Pete Beach","Pinellas","Florida","33706","-82.749527","27.742378"
"Corinth","Alcorn","Mississippi","38834","-88.4963","34.9478"
"Mount Joy","Lancaster","Pennsylvania","17552","-76.505311","40.110513"
"Findlay","Hancock","Ohio","45840","-83.6525","41.0378"
"Corning","Steuben","New York","14830","-77.0547","42.1429"
"Corning","Perry","Ohio","","-82.0891","39.604"
"Cornish Flat","Sullivan","New Hampshire","","-72.2766","43.5074"
"Cornucopia","Bayfield","Wisconsin","","-91.1014","46.8578"
"Cornville","Yavapai","Arizona","86325","-111.918668","34.718187"
"Cornwall","Orange","New York","12518","-74.029338","41.43972"
"Cornwall","Litchfield","Connecticut","","-73.3577","41.8734"
